,hoax,valid
20,0.00032256415507913493,0.0003664186322572904
20-29,0.00011951379769353526,0.0001955177433027344
20-50,0.00011951379769353526,0.00022494609601206116
200,0.00027500483338854136,0.00029327661495410156
200-an,0.00011951379769353526,0.0001955177433027344
2001,0.00011951379769353526,0.0001955177433027344
2002,0.0002390275953870705,9.77588716513672e-05
2003,0.00011951379769353526,0.0001955177433027344
2004,0.00011951379769353526,0.00022494609601206116
2011,0.00011951379769353526,0.00025437444872138793
2014,0.00011951379769353526,0.00022494609601206116
2016,0.00029605016849892197,0.0001955177433027344
2018,0.00011951379769353526,0.0001955177433027344
2019,0.0002390275953870705,0.0002715889315143399
2020,0.0004540736177962404,0.00043824066328931264
2021,0.00011951379769353526,0.00029732311714979
2022,0.0002390275953870705,9.77588716513672e-05
2028,0.00011951379769353526,0.0001955177433027344
206,0.00011951379769353526,0.00024216057880501314
207,0.0002390275953870705,9.77588716513672e-05
209,0.00011951379769353526,0.00022494609601206116
21,0.00027500483338854136,0.0003648746025188974
210,0.00011951379769353526,0.0001955177433027344
212,0.00011951379769353526,0.0001955177433027344
214,0.00011951379769353526,0.0002715889315143399
218,0.00011951379769353526,0.00022494609601206116
22,0.0003109820713900122,0.00033991945045638036
222,0.00011951379769353526,0.00025437444872138793
223,0.00011951379769353526,0.00024216057880501314
224,0.00011951379769353526,0.0001955177433027344
226,0.00011951379769353526,0.00022494609601206116
228,0.00011951379769353526,0.0001955177433027344
23,0.0003109820713900122,0.0003439659526520687
231,0.00011951379769353526,0.0001955177433027344
233,0.00011951379769353526,0.00022494609601206116
235,0.00011951379769353526,0.0001955177433027344
237,0.00011951379769353526,0.00024216057880501314
239,0.00011951379769353526,0.00024216057880501314
24,0.00035854139308060575,0.0003205272524520056
240,0.00011951379769353526,0.0001955177433027344
241,0.00011951379769353526,0.0001955177433027344
2454,0.00011951379769353526,0.0001955177433027344
247,0.00011951379769353526,0.0001955177433027344
248,0.00011951379769353526,0.0001955177433027344
249,0.00011951379769353526,0.0001955177433027344
25,0.00032256415507913493,0.0003010172842236667
250,0.00027500483338854136,0.00025437444872138793
252,0.00011951379769353526,0.0001955177433027344
255,0.00011951379769353526,0.0001955177433027344
256,0.00011951379769353526,0.00022494609601206116
259,0.00011951379769353526,0.0001955177433027344
26,0.0002390275953870705,0.00031323115414004147
260,0.00011951379769353526,0.0001955177433027344
261,0.00011951379769353526,0.00022494609601206116
263,0.00011951379769353526,0.0001955177433027344
268,0.00011951379769353526,0.0001955177433027344
27,0.00034002847157253756,0.0003369902795479636
271,0.00011951379769353526,0.0001955177433027344
276,0.00011951379769353526,0.0001955177433027344
277,0.00011951379769353526,0.0001955177433027344
278,0.00011951379769353526,0.0001955177433027344
279,0.00011951379769353526,0.0001955177433027344
28,0.00032256415507913493,0.00037403275556576013
282,0.00011951379769353526,0.0001955177433027344
283,0.00011951379769353526,0.0001955177433027344
284,0.00011951379769353526,0.0001955177433027344
285,0.00011951379769353526,0.00024216057880501314
286,0.00011951379769353526,0.0001955177433027344
287,0.00011951379769353526,0.0001955177433027344
29,0.0003109820713900122,0.0003104910977470536
291,0.00011951379769353526,0.0001955177433027344
293,0.00011951379769353526,0.0001955177433027344
296,0.00011951379769353526,0.00024216057880501314
29827444,0.0002390275953870705,9.77588716513672e-05
29827666,0.0002390275953870705,9.77588716513672e-05
3,0.0004205109631924495,0.0003607494049558858
3-stars,0.0002390275953870705,9.77588716513672e-05
30,0.00034695930939148306,0.0003104910977470536
30-35,0.00011951379769353526,0.0001955177433027344
30-39,0.00011951379769353526,0.0001955177433027344
30-an,0.00011951379769353526,0.0001955177433027344
300,0.0002390275953870705,0.00029327661495410156
303,0.00011951379769353526,0.00022494609601206116
30tip,0.0002390275953870705,9.77588716513672e-05
31,0.00027500483338854136,0.00031580504148131627
311,0.00011951379769353526,0.00022494609601206116
313,0.00011951379769353526,0.00024216057880501314
315,0.00011951379769353526,0.00022494609601206116
32,0.00011951379769353526,0.0002715889315143399
320,0.00011951379769353526,0.00022494609601206116
322,0.00011951379769353526,0.0001955177433027344
323,0.00011951379769353526,0.0001955177433027344
324,0.00011951379769353526,0.0001955177433027344
327,0.00011951379769353526,0.0001955177433027344
33,0.00011951379769353526,0.0002781335741293101
330,0.00011951379769353526,0.00022494609601206116
334,0.00011951379769353526,0.0001955177433027344
338,0.00011951379769353526,0.00022494609601206116
34,0.00011951379769353526,0.0002715889315143399
342,0.00011951379769353526,0.0001955177433027344
344,0.00011951379769353526,0.0001955177433027344
347,0.00011951379769353526,0.0001955177433027344
35,0.00011951379769353526,0.0002838028014307147
350,0.00011951379769353526,0.0001955177433027344
354,0.00011951379769353526,0.0001955177433027344
355,0.00011951379769353526,0.0001955177433027344
356,0.00011951379769353526,0.00025437444872138793
357,0.00011951379769353526,0.0001955177433027344
358,0.00011951379769353526,0.0001955177433027344
36,0.0002390275953870705,0.0002638482622447748
360,0.00011951379769353526,0.0001955177433027344
361,0.00011951379769353526,0.0001955177433027344
362,0.00011951379769353526,0.0001955177433027344
366,0.00011951379769353526,0.0002838028014307147
367,0.00011951379769353526,0.0001955177433027344
369,0.00011951379769353526,0.00022494609601206116
37,0.00011951379769353526,0.0002715889315143399
371,0.00011951379769353526,0.0001955177433027344
375,0.00011951379769353526,0.0001955177433027344
376,0.00011951379769353526,0.0001955177433027344
377,0.00011951379769353526,0.0001955177433027344
379,0.00011951379769353526,0.00022494609601206116
38,0.0002390275953870705,0.00022494609601206116
380,0.00011951379769353526,0.0001955177433027344
381,0.00011951379769353526,0.0001955177433027344
382,0.00011951379769353526,0.0001955177433027344
385,0.00011951379769353526,0.00022494609601206116
386,0.00011951379769353526,0.0001955177433027344
387,0.00011951379769353526,0.0001955177433027344
388,0.00011951379769353526,0.0001955177433027344
389,0.00011951379769353526,0.0001955177433027344
39,0.00011951379769353526,0.00025437444872138793
393,0.00011951379769353526,0.00022494609601206116
394,0.00011951379769353526,0.0001955177433027344
396,0.00011951379769353526,0.0001955177433027344
397,0.00011951379769353526,0.00022494609601206116
4,0.0003829365473929539,0.0003826100260625227
4-5,0.0002390275953870705,9.77588716513672e-05
4-6,0.00011951379769353526,0.0001955177433027344
4-stars,0.0002390275953870705,9.77588716513672e-05
40,0.0003109820713900122,0.00025437444872138793
40-49,0.00011951379769353526,0.0001955177433027344
400,0.0002390275953870705,0.00025437444872138793
405,0.00011951379769353526,0.0001955177433027344
409,0.00011951379769353526,0.00025437444872138793
41,0.00011951379769353526,0.00022494609601206116
410,0.00011951379769353526,0.0001955177433027344
412,0.00011951379769353526,0.00022494609601206116
413,0.00011951379769353526,0.0001955177433027344
417,0.00011951379769353526,0.0001955177433027344
42,0.0002390275953870705,0.00022494609601206116
420,0.00011951379769353526,0.0001955177433027344
421,0.00011951379769353526,0.00022494609601206116
43,0.0002390275953870705,0.00024216057880501314
433,0.00011951379769353526,0.0001955177433027344
439,0.00011951379769353526,0.0001955177433027344
44,0.00011951379769353526,0.00024216057880501314
440,0.00011951379769353526,0.0001955177433027344
441,0.00011951379769353526,0.0001955177433027344
442,0.00011951379769353526,0.00022494609601206116
443,0.0002390275953870705,9.77588716513672e-05
445,0.00011951379769353526,0.0001955177433027344
446,0.00011951379769353526,0.0001955177433027344
449,0.00011951379769353526,0.0001955177433027344
45,0.00011951379769353526,0.00029732311714979
450,0.00011951379769353526,0.0001955177433027344
451,0.0002390275953870705,9.77588716513672e-05
453,0.00011951379769353526,0.00022494609601206116
459,0.00011951379769353526,0.00022494609601206116
46,0.00011951379769353526,0.0003104910977470536
466,0.00011951379769353526,0.00022494609601206116
467,0.00011951379769353526,0.0001955177433027344
47,0.00011951379769353526,0.0002638482622447748
472,0.00011951379769353526,0.00022494609601206116
473,0.00011951379769353526,0.00022494609601206116
474,0.00011951379769353526,0.00025437444872138793
478,0.00011951379769353526,0.0001955177433027344
479,0.00011951379769353526,0.0001955177433027344
48,0.00011951379769353526,0.0002838028014307147
483,0.00011951379769353526,0.0001955177433027344
484,0.00011951379769353526,0.0001955177433027344
485,0.00011951379769353526,0.0001955177433027344
489,0.00011951379769353526,0.0001955177433027344
49,0.00011951379769353526,0.00029327661495410156
490,0.00011951379769353526,0.0001955177433027344
492,0.00011951379769353526,0.00022494609601206116
493,0.00011951379769353526,0.0001955177433027344
5,0.0003860832188489022,0.0003700495734989085
5-10,0.0002390275953870705,9.77588716513672e-05
5-stars,0.00027500483338854136,9.77588716513672e-05
50,0.00027500483338854136,0.0003104910977470536
50-59,0.00011951379769353526,0.00022494609601206116
500,0.00027500483338854136,0.0002838028014307147
500-800,0.0002390275953870705,9.77588716513672e-05
502,0.00011951379769353526,0.0001955177433027344
505,0.00011951379769353526,0.0001955177433027344
51,0.0002390275953870705,0.0002638482622447748
510,0.00011951379769353526,0.0001955177433027344
511,0.00011951379769353526,0.00022494609601206116
516,0.00011951379769353526,0.0001955177433027344
518,0.00011951379769353526,0.0001955177433027344
52,0.00011951379769353526,0.0002638482622447748
520,0.00011951379769353526,0.00022494609601206116
524,0.00011951379769353526,0.00022494609601206116
525,0.00011951379769353526,0.00024216057880501314
526,0.00011951379769353526,0.0001955177433027344
53,0.00011951379769353526,0.00025437444872138793
532,0.00011951379769353526,0.0001955177433027344
539,0.00011951379769353526,0.0002838028014307147
54,0.00011951379769353526,0.0002638482622447748
540,0.00011951379769353526,0.0001955177433027344
545,0.00011951379769353526,0.0001955177433027344
546,0.00011951379769353526,0.0001955177433027344
548,0.00011951379769353526,0.0001955177433027344
55,0.00027500483338854136,0.0002838028014307147
555,0.00011951379769353526,0.0001955177433027344
556,0.00011951379769353526,0.0001955177433027344
558,0.0002390275953870705,9.77588716513672e-05
559,0.00011951379769353526,0.0001955177433027344
56,0.00011951379769353526,0.00022494609601206116
563,0.00011951379769353526,0.0002638482622447748
564,0.00011951379769353526,0.0001955177433027344
564-570,0.00011951379769353526,0.0001955177433027344
565,0.00011951379769353526,0.0001955177433027344
566,0.00011951379769353526,0.0001955177433027344
567,0.00011951379769353526,0.00025437444872138793
568,0.00011951379769353526,0.0001955177433027344
569,0.00011951379769353526,0.0001955177433027344
57,0.00011951379769353526,0.0002715889315143399
570,0.00011951379769353526,0.0001955177433027344
571,0.00011951379769353526,0.0001955177433027344
571-572,0.00011951379769353526,0.0001955177433027344
572,0.00011951379769353526,0.0002638482622447748
573,0.00011951379769353526,0.0001955177433027344
574,0.00011951379769353526,0.00022494609601206116
575,0.0002390275953870705,0.0001955177433027344
576,0.00011951379769353526,0.00025437444872138793
577,0.00011951379769353526,0.0001955177433027344
578,0.0002390275953870705,9.77588716513672e-05
58,0.0002390275953870705,0.0002888034143072919
581,0.00011951379769353526,0.0001955177433027344
582,0.00011951379769353526,0.0001955177433027344
589,0.00011951379769353526,0.0001955177433027344
59,0.00034002847157253756,0.0002781335741293101
593,0.00011951379769353526,0.00022494609601206116
599,0.0002390275953870705,9.77588716513672e-05
5g,0.0002390275953870705,9.77588716513672e-05
6,0.0003109820713900122,0.00035520377639829614
6-8,0.0002390275953870705,9.77588716513672e-05
60,0.0003109820713900122,0.00034646409307135053
60-69,0.00011951379769353526,0.0001955177433027344
60-70,0.00011951379769353526,0.00022494609601206116
600,0.00011951379769353526,0.00022494609601206116
602,0.0002390275953870705,9.77588716513672e-05
60286,0.0002390275953870705,9.77588716513672e-05
604,0.00011951379769353526,0.0001955177433027344
605,0.00011951379769353526,0.00022494609601206116
607,0.00011951379769353526,0.0001955177433027344
61,0.00011951379769353526,0.0002781335741293101
610,0.00011951379769353526,0.0001955177433027344
613,0.00011951379769353526,0.00022494609601206116
616,0.00011951379769353526,0.0001955177433027344
618,0.00011951379769353526,0.0001955177433027344
619,0.00011951379769353526,0.0001955177433027344
62,0.0003109820713900122,0.00029327661495410156
620,0.00011951379769353526,0.0001955177433027344
627,0.00011951379769353526,0.00022494609601206116
63,0.00011951379769353526,0.00030756192683863685
630,0.00011951379769353526,0.00025437444872138793
634,0.00011951379769353526,0.0002638482622447748
635,0.00011951379769353526,0.0001955177433027344
64,0.0002390275953870705,0.0002638482622447748
648,0.00011951379769353526,0.00024216057880501314
65,0.00011951379769353526,0.00024216057880501314
650,0.00011951379769353526,0.0001955177433027344
655,0.00011951379769353526,0.0001955177433027344
657,0.00011951379769353526,0.00022494609601206116
659,0.00011951379769353526,0.0001955177433027344
66,0.00011951379769353526,0.0001955177433027344
664,0.00011951379769353526,0.0001955177433027344
667,0.0002390275953870705,0.0001955177433027344
67,0.00011951379769353526,0.0001955177433027344
674,0.00011951379769353526,0.00022494609601206116
677,0.00011951379769353526,0.0001955177433027344
67juta,0.0002390275953870705,9.77588716513672e-05
68,0.00011951379769353526,0.00022494609601206116
681,0.00011951379769353526,0.0001955177433027344
689,0.00011951379769353526,0.00022494609601206116
69,0.00011951379769353526,0.0001955177433027344
693,0.00011951379769353526,0.00025437444872138793
694,0.00011951379769353526,0.0001955177433027344
7,0.0003320274065003928,0.0004260267933729379
70,0.0002390275953870705,0.0001955177433027344
70-80,0.00011951379769353526,0.00025437444872138793
702,0.00011951379769353526,0.00024216057880501314
706,0.00011951379769353526,0.0001955177433027344
707,0.00011951379769353526,0.0001955177433027344
71,0.0002390275953870705,9.77588716513672e-05
717,0.00011951379769353526,0.0001955177433027344
72,0.00011951379769353526,0.00024216057880501314
725,0.00011951379769353526,0.0001955177433027344
729,0.00011951379769353526,0.0001955177433027344
73,0.00011951379769353526,0.00022494609601206116
733,0.00011951379769353526,0.0001955177433027344
74,0.00011951379769353526,0.00022494609601206116
740,0.00011951379769353526,0.0001955177433027344
742,0.00011951379769353526,0.0001955177433027344
743,0.00011951379769353526,0.00022494609601206116
745,0.00011951379769353526,0.0001955177433027344
748,0.00011951379769353526,0.0002838028014307147
75,0.00011951379769353526,0.0001955177433027344
750,0.00011951379769353526,0.0001955177433027344
751,0.00011951379769353526,0.00022494609601206116
757,0.00011951379769353526,0.0001955177433027344
76,0.00011951379769353526,0.00024216057880501314
766,0.00011951379769353526,0.0001955177433027344
769,0.00011951379769353526,0.0001955177433027344
77,0.00011951379769353526,0.0001955177433027344
778,0.00011951379769353526,0.0001955177433027344
78,0.00011951379769353526,0.00022494609601206116
7809,0.0002390275953870705,9.77588716513672e-05
781,0.00011951379769353526,0.0001955177433027344
782,0.00011951379769353526,0.00025437444872138793
784,0.00011951379769353526,0.0001955177433027344
789,0.00011951379769353526,0.0001955177433027344
79,0.00011951379769353526,0.00024216057880501314
8,0.0003109820713900122,0.0003338439412171189
80,0.00011951379769353526,0.00022494609601206116
801,0.00011951379769353526,0.0001955177433027344
807,0.00011951379769353526,0.0001955177433027344
81,0.00011951379769353526,0.00022494609601206116
810,0.00011951379769353526,0.0001955177433027344
812,0.0002390275953870705,0.0001955177433027344
815,0.00011951379769353526,0.0001955177433027344
817,0.00011951379769353526,0.0001955177433027344
82,0.00011951379769353526,0.0001955177433027344
83,0.00011951379769353526,0.0002715889315143399
835,0.00011951379769353526,0.0001955177433027344
838,0.00011951379769353526,0.00022494609601206116
84,0.00011951379769353526,0.00024216057880501314
840,0.00011951379769353526,0.0001955177433027344
845,0.00011951379769353526,0.0001955177433027344
848,0.00011951379769353526,0.0001955177433027344
85,0.00011951379769353526,0.0001955177433027344
850,0.00011951379769353526,0.0001955177433027344
855,0.00011951379769353526,0.00022494609601206116
860,0.00011951379769353526,0.0001955177433027344
862,0.00011951379769353526,0.0001955177433027344
869,0.00011951379769353526,0.00022494609601206116
87,0.00011951379769353526,0.0001955177433027344
872,0.00011951379769353526,0.0001955177433027344
874,0.00011951379769353526,0.0001955177433027344
876,0.00011951379769353526,0.0001955177433027344
88,0.00011951379769353526,0.0002638482622447748
882,0.00011951379769353526,0.00022494609601206116
886,0.00011951379769353526,0.0001955177433027344
89,0.00011951379769353526,0.00024216057880501314
891,0.00011951379769353526,0.0001955177433027344
899,0.00011951379769353526,0.0001955177433027344
9,0.0003320274065003928,0.00031823176701661866
9-12,0.0002390275953870705,9.77588716513672e-05
90,0.00011951379769353526,0.00024216057880501314
901,0.00011951379769353526,0.0002838028014307147
906,0.00011951379769353526,0.00022494609601206116
909,0.00011951379769353526,0.00024216057880501314
91,0.00011951379769353526,0.00024216057880501314
910,0.00011951379769353526,0.00022494609601206116
913,0.00011951379769353526,0.00022494609601206116
917,0.00011951379769353526,0.0001955177433027344
92,0.00011951379769353526,0.0001955177433027344
925,0.00011951379769353526,0.0001955177433027344
93,0.00011951379769353526,0.0002638482622447748
941,0.0002390275953870705,0.0001955177433027344
942,0.00011951379769353526,0.0001955177433027344
946,0.00011951379769353526,0.0001955177433027344
948,0.00011951379769353526,0.0001955177433027344
95,0.00011951379769353526,0.00024216057880501314
950,0.00011951379769353526,0.0001955177433027344
958,0.00011951379769353526,0.0001955177433027344
959,0.00011951379769353526,0.0001955177433027344
96,0.00011951379769353526,0.0001955177433027344
961,0.00011951379769353526,0.0001955177433027344
962,0.00011951379769353526,0.0001955177433027344
967,0.00011951379769353526,0.0001955177433027344
97,0.00011951379769353526,0.0001955177433027344
972,0.0002390275953870705,9.77588716513672e-05
977,0.00011951379769353526,0.00024216057880501314
99,0.00011951379769353526,0.00024216057880501314
993,0.00011951379769353526,0.00024216057880501314
995,0.00011951379769353526,0.00022494609601206116
997,0.00011951379769353526,0.00024216057880501314
998,0.00011951379769353526,0.0001955177433027344
a,0.0003634883900805981,0.00030756192683863685
a1,0.0002390275953870705,9.77588716513672e-05
aamir,0.0002390275953870705,9.77588716513672e-05
aat,0.00011951379769353526,0.0001955177433027344
abai,0.0003109820713900122,0.00030756192683863685
abang,0.00034002847157253756,9.77588716513672e-05
abar,0.00011951379769353526,0.0001955177433027344
abdul,0.00011951379769353526,0.00025437444872138793
abdulaziz,0.00011951379769353526,0.0001955177433027344
abdullah,0.00011951379769353526,0.0001955177433027344
abet,0.00011951379769353526,0.0001955177433027344
abis,0.0002390275953870705,9.77588716513672e-05
aborsi,0.00029605016849892197,9.77588716513672e-05
absah,0.00011951379769353526,0.0001955177433027344
absen,0.00011951379769353526,0.0001955177433027344
absolute,0.00011951379769353526,0.0001955177433027344
acak,0.00011951379769353526,0.00022494609601206116
acara,0.00011951379769353526,0.0003010172842236667
acau,0.0002390275953870705,9.77588716513672e-05
aceh,0.00035854139308060575,0.0001955177433027344
achmad,0.00027500483338854136,0.0003010172842236667
achmar,0.00011951379769353526,0.0001955177433027344
aci,0.0002390275953870705,9.77588716513672e-05
active,0.00011951379769353526,0.00022494609601206116
acu,0.00011951379769353526,0.0001955177433027344
acuh,0.00011951379769353526,0.0001955177433027344
ad,0.0002390275953870705,0.00025437444872138793
adakan,0.0002390275953870705,9.77588716513672e-05
adang,0.00027500483338854136,9.77588716513672e-05
adaptasi,0.00011951379769353526,0.0002715889315143399
adapula,0.00027500483338854136,9.77588716513672e-05
adha,0.00011951379769353526,0.0002638482622447748
adhanom,0.00011951379769353526,0.0001955177433027344
adib,0.00011951379769353526,0.00025437444872138793
adik,0.00027500483338854136,0.0001955177433027344
adil,0.0002390275953870705,0.00022494609601206116
adisasmito,0.00011951379769353526,0.00024216057880501314
administrasi,0.0002390275953870705,0.0002781335741293101
administratif,0.00011951379769353526,0.00022494609601206116
adri,0.00011951379769353526,0.0001955177433027344
adu,0.0002390275953870705,9.77588716513672e-05
adzan,0.0002390275953870705,9.77588716513672e-05
aerosol,0.00011951379769353526,0.00029732311714979
afrika,0.00029605016849892197,0.0001955177433027344
after,0.00029605016849892197,9.77588716513672e-05
agama,0.00032256415507913493,0.00025437444872138793
agar2,0.0002390275953870705,9.77588716513672e-05
